zona_id,parroquia_sat,fuente_margen,poblacion_total,poblacion_votante,censo_nbi_pobreza_pct,tasa_desempleo_pea,censo_edad_15_29_pct,censo_hombres_pct,joven_hombre_pct,joven_mujer_pct,joven_pobre_pct,joven_no_pobre_pct,margen_usado,indice_afinidad,e_votos_afines
50-148,Quito,real_barrio_cne,5500,4594,0.0809090909090909,0.07754010695187166,0.24745454545454545,0.46254545454545454,0.1190909090909091,0.12836363636363637,0.01927272727272727,0.22818181818181818,0.4841885153611067,0.8314817526467053,3819.8271716589643
50-145,Quito,real_barrio_cne,4437,3792,0.05611899932386748,0.047207207207207204,0.18413342348433626,0.4656299301329727,0.09420779806175343,0.08992562542258282,0.009465855307640297,0.17466756817669596,0.6069850471914879,1.0,3792.0
56-022,Conocoto,real_parroquia,7105,5637,0.06806948171162265,0.06637282862328234,0.2123856439127375,0.47262491203377904,0.105981703026038,0.10640394088669951,0.012385643912737509,0.2,0.3563718564566261,0.6560741982143916,3698.2902553345257
50-087,Quito,real_barrio_cne,5361,4318,0.072992700729927,0.06208425720620843,0.22999440402909904,0.47341913822048126,0.11770192128334266,0.11229248274575639,0.019772430516694646,0.20966237642230928,0.4850875215986778,0.8327154923399763,3595.6654959240177
50-138,Quito,real_barrio_cne,4951,4221,0.03885853066180935,0.041343669250646,0.17592405574631387,0.4770753383154918,0.08240759442536862,0.09351646132094527,0.007069278933548778,0.1682488386184609,0.4841885153611067,0.8314817526467053,3509.684477921743
56-021,Conocoto,real_parroquia,6540,5321,0.05837291251723609,0.0797728501892915,0.21743119266055047,0.4746177370030581,0.10917431192660551,0.10825688073394496,0.013608562691131499,0.20244648318042813,0.3563718564566261,0.6560741982143916,3490.9708086987775
50-088,Quito,real_barrio_cne,4679,3977,0.06758501937150237,0.08292313517606967,0.21329343876896772,0.4637743107501603,0.11027997435349433,0.10301346441547339,0.015601624278692027,0.19576832656550544,0.4850875215986778,0.8327154923399763,3311.709513036086
50-126,Quito,real_barrio_cne,4552,3966,0.05118629173989455,0.061224489795918366,0.20188927943760984,0.468585237258348,0.10193321616871705,0.0999560632688928,0.012521968365553603,0.18936731107205623,0.4850875215986778,0.8327154923399763,3302.5496426203463
50-140,Quito,real_barrio_cne,4701,3880,0.11936170212765958,0.07971014492753623,0.21420974260795575,0.4603275898744948,0.10061689002339928,0.11359285258455648,0.03616251861306105,0.1780472239948947,0.4841885153611067,0.8314817526467053,3226.1492002692166
50-070,Quito,real_barrio_cne,5226,4328,0.049569377990430624,0.07527579493835172,0.21507845388442404,0.47435897435897434,0.11040949100650593,0.1046689628779181,0.007845388442403367,0.20723306544202066,0.4198480067552553,0.7431848799055887,3216.5041602313877
