zona_id,censo_internet_pct,censo_analf_digital_pct,censo_discapacidad_pct,censo_educ_superior_pct,censo_ocupacion_directiva_pct,censo_ocupacion_elemental_pct,censo_etnia_indigena_pct,censo_etnia_afro_pct,censo_etnia_montubio_pct,censo_etnia_mestizo_pct,censo_etnia_blanco_pct,censo_etnia_otro_pct,censo_agua_red_pct,censo_alcantarillado_pct,censo_electricidad_pct,censo_deficit_habitacional_pct,censo_vivienda_propia_pct,censo_internet_fijo_pct,censo_computadora_pct,censo_auto_pct,censo_hacinamiento_pct
50-011,0.7406576980568012,0.1038863976083707,0.04147982062780269,0.13639760837070253,0.04147982062780269,0.2623318385650224,0.093796711509716,0.035127055306427506,0.014573991031390135,0.8501494768310912,0.006352765321375187,0.0,0.9099462365591398,0.946236559139785,0.9932795698924731,0.24596774193548387,0.6790450928381963,0.6976127320954907,0.48143236074270557,0.22413793103448276,0.07029177718832891
50-012,0.7934931506849315,0.07636986301369864,0.04246575342465753,0.1969178082191781,0.06404109589041096,0.21883561643835617,0.06506849315068493,0.06712328767123288,0.007534246575342466,0.8445205479452055,0.015753424657534248,0.0,0.9633136094674556,0.9928994082840237,0.9988165680473373,0.16449704142011834,0.5199530516431925,0.7370892018779343,0.5293427230046949,0.26291079812206575,0.04929577464788732
50-013,0.7828559393428812,0.08192923336141533,0.05286436394271272,0.18197135636057288,0.05475989890480202,0.2337826453243471,0.04738837405223252,0.06002527379949452,0.007371524852569503,0.8805812973883741,0.004633529907329402,0.0,0.9759579263711495,0.994740796393689,0.9932381667918858,0.1758076634109692,0.5522058823529412,0.725735294117647,0.5375,0.25735294117647056,0.05808823529411765
50-014,0.7730496453900709,0.07446808510638298,0.055673758865248224,0.22092198581560285,0.052127659574468084,0.16595744680851063,0.023404255319148935,0.06702127659574468,0.009574468085106383,0.8875886524822695,0.012411347517730497,0.0,0.9672686230248307,0.9920993227990971,0.9977426636568849,0.11399548532731377,0.5083798882681564,0.6972067039106146,0.5273743016759777,0.2,0.054748603351955305
50-015,0.7846688166708012,0.07020590424212354,0.03745968742247581,0.20714462912428677,0.05060778963036467,0.1768791863061275,0.025303894815182335,0.05953857603572314,0.0042173158025303895,0.9022575043413545,0.008434631605060779,0.00024807740014884643,0.9722650231124808,0.9745762711864406,0.99768875192604,0.14021571648690292,0.5053680981595092,0.7377300613496932,0.5,0.2285276073619632,0.05214723926380368
50-016,0.7653619068445222,0.07806691449814127,0.029958451782199868,0.19855674611852175,0.04351629127487426,0.16444347255630876,0.020118084408484584,0.14038924119833807,0.007216269407391209,0.8182812158320577,0.013995189153728407,0.0,0.9612903225806452,0.9541218637992831,0.9913978494623656,0.15985663082437276,0.5628952916373858,0.7280393534785664,0.48559381588193956,0.23190442726633873,0.05340829234012649
50-017,0.7890365448504983,0.06838316722037652,0.036544850498338874,0.20071982281284606,0.06782945736434108,0.187984496124031,0.032668881506090805,0.13565891472868216,0.00636766334440753,0.8111849390919158,0.014119601328903655,0.0,0.9772942289498581,0.9905392620624409,0.9981078524124882,0.13339640491958374,0.4819277108433735,0.736793327154773,0.5783132530120482,0.26876737720111216,0.04819277108433735
50-018,0.8128353723975102,0.05258639192959862,0.053015668598411676,0.2652929813264649,0.0824211204121056,0.16162266580811332,0.03627387851470273,0.06074264863704658,0.01502468340845675,0.8714316376904915,0.015453960077269801,0.0010731916720326251,0.9750673854447439,0.9858490566037735,0.9966307277628033,0.10242587601078167,0.48058902275769744,0.7737617135207496,0.570281124497992,0.2931726907630522,0.03547523427041499
50-019,0.7894890510948905,0.07883211678832117,0.04175182481751825,0.20875912408759123,0.06364963503649634,0.1848175182481752,0.03182481751824817,0.06423357664233577,0.010802919708029197,0.8858394160583941,0.0072992700729927005,0.0,0.9764243614931237,1.0,1.0,0.13064833005893908,0.559580552907531,0.7216396568160153,0.5262154432793136,0.23832221163012393,0.05052430886558627
50-020,0.7773837667454688,0.08707643814026793,0.07368006304176516,0.20291568163908588,0.07328605200945626,0.1706067769897557,0.046493301812450746,0.0677698975571316,0.009062253743104806,0.8644602048857368,0.012214342001576044,0.0,0.9648894668400521,0.9947984395318595,1.0,0.12613784135240572,0.4537275064267352,0.6915167095115681,0.5077120822622108,0.2275064267352185,0.038560411311053984
50-021,0.826943671021632,0.06703790961662026,0.04690511886913686,0.318911972585136,0.12679374598415077,0.16149068322981366,0.02291711287213536,0.03940886699507389,0.010066395373741701,0.9046905118869137,0.02206039837224245,0.0008567144998929107,0.9691569568197396,0.9931459904043866,0.9993145990404386,0.10143934201507881,0.53025152957172,0.787899388171312,0.6628144119646499,0.39632902787219576,0.03195105370496261
50-022,0.839535434937189,0.05356719601801375,0.04906375918464091,0.3263806589239156,0.1388954728608675,0.17207869163308842,0.024887414079165678,0.02820573595638777,0.011140080587817017,0.9130125622185352,0.022517184166864185,0.00023702299123014932,0.9803328290468987,0.9962178517397882,1.0,0.07261724659606657,0.49548872180451126,0.8157894736842105,0.6834586466165413,0.4218045112781955,0.021052631578947368
50-023,0.9269602577873255,0.021482277121374866,0.04296455424274973,0.606015037593985,0.3224489795918367,0.0644468313641246,0.009237379162191191,0.01611170784103115,0.007303974221267454,0.8580021482277121,0.10891514500537057,0.0004296455424274973,0.9820099255583127,0.9925558312655087,0.999379652605459,0.034119106699751864,0.7424148606811145,0.9386996904024768,0.8780185758513932,0.8241486068111455,0.004953560371517028
50-024,0.9309677419354838,0.016559139784946237,0.025806451612903226,0.6234408602150537,0.3359139784946237,0.0675268817204301,0.008387096774193548,0.014408602150537634,0.004516129032258065,0.9045161290322581,0.06580645161290323,0.0023655913978494624,0.9798570500324886,0.9915529564652371,0.9974009096816114,0.03898635477582846,0.7317388493859082,0.9515190691661279,0.9224305106658048,0.8157724628312863,0.0019392372333548805
